budget;genres;id;keywords;original_language;original_title;overview;production_companies;release_date;revenue;runtime;tagline;title;rating;vote_count;director
200000000;Adventure & Action & Thriller & Science Fiction;44912;dc comics transformation superhero alien alien infection;en;Green Lantern;For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.;"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]";2011-06-16;219851172;114.0;In our darkest hour, there will be light.;Green Lantern;5.1;2487;Martin Campbell
200000000;Animation & Family & Comedy;10193;hostage college toy barbie animation;en;Toy Story 3;Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]";2010-06-16;1066969703;103.0;No toy gets left behind.;Toy Story 3;7.6;4597;Lee Unkrich
200000000;Action & Science Fiction & Thriller;534;saving the world artificial intelligence prophecy san francisco cyborg;en;Terminator Salvation;All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.;"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Halcyon Company"", ""id"": 4021}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""Warner Bros."", ""id"": 6194}]";2009-05-20;371353001;115.0;The End Begins.;Terminator Salvation;5.9;2463;McG
190000000;Action;168259;car race speed revenge suspense car;en;Furious 7;Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""One Race Films"", ""id"": 7154}, {""name"": ""China Film Co."", ""id"": 40890}, {""name"": ""Qu\u00e9bec Production Services Tax Credit"", ""id"": 86352}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}, {""name"": ""Abu Dhabi Film Commission"", ""id"": 87857}, {""name"": ""Colorado Office of Film, Television & Media"", ""id"": 87858}]";2015-04-01;1506249360;137.0;Vengeance Hits Home;Furious 7;7.3;4176;James Wan
200000000;Action & Drama & Horror & Science Fiction & Thriller;72190;dystopia apocalypse zombie nuclear weapons multiple perspectives;en;World War Z;Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""Apparatus Productions"", ""id"": 11956}, {""name"": ""Latina Pictures"", ""id"": 19108}, {""name"": ""2DUX\u00b2"", ""id"": 23644}]";2013-06-20;531865000;116.0;Remember Philly!;World War Z;6.7;5560;Marc Forster
250000000;Action & Adventure & Fantasy & Science Fiction;127585;1970s mutant time travel marvel comic based on comic book;en;X-Men: Days of Future Past;The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Down Productions"", ""id"": 37336}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]";2014-05-15;747862775;131.0;To save the future, they must alter the past;X-Men: Days of Future Past;7.5;6032;Bryan Singer
190000000;Action & Adventure & Science Fiction;54138;spacecraft friendship sequel futuristic space;en;Star Trek Into Darkness;When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Kurtzman/Orci"", ""id"": 12536}]";2013-05-05;467365246;132.0;Earth Will Fall;Star Trek Into Darkness;7.4;4418;J.J. Abrams
195000000;Action & Family & Fantasy;81005;based on fairy tale giant;en;Jack the Giant Slayer;The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.;"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Big Kid Pictures"", ""id"": 8406}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]";2013-02-27;197687603;114.0;Prepare for a giant adventure;Jack the Giant Slayer;5.5;2598;Bryan Singer
105000000;Drama & Romance;64682;based on novel infidelity obsession hope 3d;en;The Great Gatsby;An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.;"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""A&E Television Networks"", ""id"": 11858}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Spectrum Films"", ""id"": 14604}]";2013-05-10;351040419;143.0;Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.;The Great Gatsby;7.3;3769;Baz Luhrmann
150000000;Adventure & Fantasy & Action & Romance;9543;persia sandstorm brother against brother armageddon regent;en;Prince of Persia: The Sands of Time;A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]";2010-05-19;335154643;116.0;Defy the Future;Prince of Persia: The Sands of Time;6.2;2317;Mike Newell
180000000;Action & Science Fiction & Adventure;68726;dystopia giant robot giant monster apocalypse imax;en;Pacific Rim;When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.;"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Disney Double Dare You (DDY)"", ""id"": 19750}, {""name"": ""Indochina Productions"", ""id"": 19751}]";2013-07-11;407602906;131.0;To Fight Monsters, We Created Monsters;Pacific Rim;6.7;4794;Guillermo del Toro
195000000;Action & Science Fiction & Adventure;38356;moon spacecraft traitor bodyguard alien planet;en;Transformers: Dark of the Moon;Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Indochina Productions"", ""id"": 19751}, {""name"": ""Hasbro Studios"", ""id"": 22826}]";2011-06-28;1123746996;154.0;The invasion we always feared. An enemy we never expected.;Transformers: Dark of the Moon;6.1;3299;Michael Bay
185000000;Adventure & Action;217;saving the world riddle whip treasure mexico city;en;Indiana Jones and the Kingdom of the Crystal Skull;Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.;"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]";2008-05-21;786636033;122.0;The adventure continues . . .;Indiana Jones and the Kingdom of the Crystal Skull;5.7;2495;Steven Spielberg
175000000;Adventure & Animation & Family;105864;tyrannosaurus rex friends alternate history dinosaur fear;en;The Good Dinosaur;An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]";2015-11-14;331926147;93.0;Little Arms With Big Attitude;The Good Dinosaur;6.6;1736;Peter Sohn
185000000;Animation & Adventure & Comedy & Family & Action;62177;scotland rebel bravery kingdom archer;en;Brave;Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]";2012-06-21;538983207;93.0;Change your fate.;Brave;6.7;4641;Brenda Chapman
185000000;Action & Adventure & Science Fiction;188927;sequel stranded hatred space opera;en;Star Trek Beyond;The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Perfect Storm Entertainment"", ""id"": 34530}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Skydance Media"", ""id"": 82819}, {""name"": ""Sneaky Shark"", ""id"": 83644}, {""name"": ""Huahua Media"", ""id"": 83645}]";2016-07-07;343471816;122.0;;Star Trek Beyond;6.6;2568;Justin Lin
180000000;Animation & Family;10681;romantic comedy;en;WALL·E;WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}, {""name"": ""FortyFour Studios"", ""id"": 93408}]";2008-06-22;521311860;98.0;An adventure beyond the ordinar-E.;WALL·E;7.8;6296;Andrew Stanton
